"status","network","netmask","nexthop","metric","locprf","weight","path","origin"
"*","1.22.235.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.235.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.236.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.236.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.22.236.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.236.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.22.236.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.236.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.22.237.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.237.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.238.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.238.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.239.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.239.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.240.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.240.0","23","200.219.145.23",NA,NA,0,"53242 12956 1273 55410 45528","i"
"*","1.22.240.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.240.0","24","200.219.145.23",NA,NA,0,"53242 12956 1273 55410 45528","i"
"*","1.22.241.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.241.0","24","200.219.145.23",NA,NA,0,"53242 12956 1273 55410 45528","i"
"*","1.22.242.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.242.0","24","200.219.145.23",NA,NA,0,"53242 12956 1273 55410 45528","i"
"*","1.22.243.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.243.0","24","200.219.145.23",NA,NA,0,"53242 12956 1273 55410 45528","i"
"*","1.22.244.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.244.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.244.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.244.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.245.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.245.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.246.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.246.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.247.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.247.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.248.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.248.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.249.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.249.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.250.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.250.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.251.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.251.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.252.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.252.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.252.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.252.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.253.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.253.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.254.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.254.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.22.255.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.255.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.5.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.5.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.15.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.23.15.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.16.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.16.0","21","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.16.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.16.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.17.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.17.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.18.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.18.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.19.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.19.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.20.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.20.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.21.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.21.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.22.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.22.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.23.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.23.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.24.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.24.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.25.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.25.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.26.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.26.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.27.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.27.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.28.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.23.28.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.29.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.29.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.30.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.30.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.31.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.31.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.32.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.32.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.32.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.32.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.33.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.33.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.34.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.34.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.35.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.35.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.36.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.36.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.36.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.36.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.37.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.37.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.38.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.38.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.39.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.39.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.40.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.40.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.41.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.41.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.42.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.42.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.43.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.43.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.44.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.44.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.45.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.45.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.46.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.46.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.47.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.47.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.64.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.64.0","21","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.64.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.64.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.65.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.65.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.66.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.66.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.67.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.67.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.68.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.68.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.69.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.69.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.70.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.70.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.71.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.71.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.72.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.72.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.72.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.72.0","24","200.219.145.23",NA,NA,0,"53242 7738 6453 9498 45528","i"
"*","1.23.73.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.73.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.74.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.74.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.75.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.75.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.76.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.76.0","23","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.76.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.76.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.77.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.77.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.78.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.78.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.78.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.78.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.79.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.79.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.80.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.80.0","21","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.80.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.80.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.81.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.81.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.82.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.82.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.83.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.83.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.23.84.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.84.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.85.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.85.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.86.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.86.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.23.87.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.87.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.23.88.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.88.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.23.88.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.88.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.89.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.89.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.90.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.90.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.91.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.91.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.92.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.92.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.93.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.93.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.94.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.94.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.23.94.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.94.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.95.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.95.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.96.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.96.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.97.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.97.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.98.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.98.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.99.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.99.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.100.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.100.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.100.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.100.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.101.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.101.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.102.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.102.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.103.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.103.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.104.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.104.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.104.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.104.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.105.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.105.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.106.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.106.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.107.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.107.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.108.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.108.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.108.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.108.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.109.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.109.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.111.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.111.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.112.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.112.0","21","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.112.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.112.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.113.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.113.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.114.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.114.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.115.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.115.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.116.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.116.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.117.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.117.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.118.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.118.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.119.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.119.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.120.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.120.0","21","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.120.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.120.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.121.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.121.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.122.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.122.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.124.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.124.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.125.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.125.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.126.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.23.126.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.23.127.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.23.127.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.23.128.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.128.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.23.128.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.23.128.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
